,kepid,kepoi_name,kepler_name,koi_kepmag,system,# TTV,# non TTV,size_sys,circumbinary_flag,# stars,eccentricity
857,4165473,K00550.01,Kepler-597 b,14.07,Kepler-597,0,1,1,0,1,[None]
858,4270253,K00551.01,Kepler-183 c,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
859,4270253,K00551.02,Kepler-183 b,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, 0.0, None, None, None]"
860,10973664,K00601.01,Kepler-619 b,14.697,Kepler-619,0,2,2,0,1,"[None, None]"
861,10973664,K00601.03,Kepler-619 c,14.697,Kepler-619,0,2,2,0,1,"[None, None]"
862,12459913,K00602.01,Kepler-620 b,14.647,Kepler-620,0,1,1,0,1,[None]
863,6291033,K00452.01,Kepler-557 b,14.641,Kepler-557,0,1,1,0,1,[None]
864,5689351,K00505.01,Kepler-169 e,14.194,Kepler-169,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
865,5689351,K00505.03,Kepler-169 b,14.194,Kepler-169,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
866,5709725,K00555.01,Kepler-598 b,14.759,Kepler-598,0,2,2,0,1,"[None, None]"
867,9946525,K00398.03,Kepler-148 b,15.342,Kepler-148,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
868,7098355,K00454.01,Kepler-558 b,14.805,Kepler-558,0,1,1,0,1,[None]
869,7269974,K00456.02,Kepler-160 b,14.619,Kepler-160,1,13,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
870,7440748,K00457.01,Kepler-161 b,14.196,Kepler-161,1,12,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
871,10187017,K00082.04,Kepler-102 c,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]"
872,5774349,K00557.01,Kepler-599 b,14.97,Kepler-599,0,1,1,0,1,[None]
873,5978361,K00558.01,Kepler-1722 b,14.874,Kepler-1722,0,1,1,0,1,[None]
874,6501635,K00560.01,Kepler-600 b,14.721,Kepler-600,0,1,1,0,1,[None]
875,6850504,K00070.01,Kepler-20 c,12.498,Kepler-20,2,33,35,0,2,"[0.082, 0.076, 0.083, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.092, 0.094, None, None, None, None, None, None, None, None, None, 0.15, 0.0, 0.0, 0.0, 0.0]"
876,7440748,K00457.02,Kepler-161 c,14.196,Kepler-161,1,12,13,0,1,"[0.0, None, None, None, None, None, None, None, None, None, None, None, None]"
877,7977197,K00459.02,Kepler-162 b,14.248,Kepler-162,1,11,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
878,6266741,K00508.02,Kepler-170 c,14.387,Kepler-170,2,8,10,0,1,"[None, None, None, None, None, 0.92, None, 0.4, 0.033, 0.028]"
879,6381846,K00509.01,Kepler-171 b,14.883,Kepler-171,1,12,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
880,6422155,K00510.01,Kepler-172 b,14.532,Kepler-172,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
881,6665695,K00561.01,Kepler-601 b,14.005,Kepler-601,0,1,1,0,1,[None]
882,6707833,K00563.01,Kepler-602 b,14.519,Kepler-602,0,1,1,0,1,[None]
883,6786037,K00564.01,Kepler-603 b,14.854,Kepler-603,1,2,3,0,1,"[None, None, None]"
884,8890783,K00464.02,Kepler-561 c,14.361,Kepler-561,1,1,2,0,1,"[None, None]"
885,6422155,K00510.02,Kepler-172 c,14.532,Kepler-172,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
886,6451936,K00511.01,Kepler-173 c,14.209,Kepler-173,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
887,6451936,K00511.02,Kepler-173 b,14.209,Kepler-173,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
888,7445445,K00567.01,Kepler-184 b,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
889,7445445,K00567.02,Kepler-184 c,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
890,5351250,K00408.02,Kepler-150 d,14.985,Kepler-150,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
891,6850504,K00070.02,Kepler-20 b,12.498,Kepler-20,2,33,35,0,2,"[0.082, 0.076, 0.083, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.092, 0.094, None, None, None, None, None, None, None, None, None, 0.15, 0.0, 0.0, 0.0, 0.0]"
892,5351250,K00408.04,Kepler-150 b,14.985,Kepler-150,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
893,5444548,K00409.01,Kepler-545 b,14.15,Kepler-545,0,1,1,0,1,[None]
894,10187017,K00082.05,Kepler-102 b,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]"
895,6838050,K00512.01,Kepler-583 b,14.825,Kepler-583,0,1,1,0,1,[None]
896,7445445,K00567.03,Kepler-184 d,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
897,7595157,K00568.01,Kepler-605 b,14.14,Kepler-605,0,2,2,0,1,"[None, None]"
898,8008206,K00569.01,Kepler-185 c,14.458,Kepler-185,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
899,8008206,K00569.02,Kepler-185 b,14.458,Kepler-185,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, 0.0, None, None]"
900,5791986,K00413.02,Kepler-151 c,14.769,Kepler-151,1,13,14,0,1,"[None, None, None, None, None, None, 0.401, 0.32, None, None, None, None, None, 0.0]"
901,8015907,K00517.01,Kepler-585 b,14.034,Kepler-585,0,1,1,0,1,[None]
902,8017703,K00518.01,Kepler-174 b,14.287,Kepler-174,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
903,8017703,K00518.02,Kepler-174 c,14.287,Kepler-174,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]"
904,8120608,K00571.01,Kepler-186 c,14.625,Kepler-186,0,16,16,0,1,"[None, None, None, None, 0.04, None, None, None, None, None, None, None, None, None, None, 0.0]"
905,8120608,K00571.02,Kepler-186 d,14.625,Kepler-186,0,16,16,0,1,"[None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.04]"
906,8120608,K00571.03,Kepler-186 b,14.625,Kepler-186,0,16,16,0,1,"[None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.04]"
907,10155434,K00473.01,Kepler-1720 b,14.673,Kepler-1720,0,1,1,0,1,[None]
908,10460984,K00474.01,Kepler-164 c,14.282,Kepler-164,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0581, 0.0]"
909,10460984,K00474.04,Kepler-164 b,14.282,Kepler-164,0,16,16,0,1,"[None, None, None, None, None, None, None, None, 0.0, 0.0581, None, None, None, None, None, None]"
910,8022244,K00519.01,Kepler-175 b,14.939,Kepler-175,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
911,2571238,K00084.01,Kepler-19 b,11.898,Kepler-19,8,125,133,0,1,"[0.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.21, 0.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.067, 0.043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
912,8022244,K00519.02,Kepler-175 c,14.939,Kepler-175,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
913,8037145,K00520.01,Kepler-176 c,14.55,Kepler-176,2,12,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
914,8037145,K00520.02,Kepler-176 b,14.55,Kepler-176,2,12,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
915,8193178,K00572.01,Kepler-187 c,14.173,Kepler-187,0,12,12,0,1,"[None, None, None, 0.098, None, None, None, None, None, None, None, None]"
916,8193178,K00572.02,Kepler-187 b,14.173,Kepler-187,0,12,12,0,1,"[None, 0.098, None, None, None, None, None, None, None, None, None, None]"
917,8344004,K00573.01,Kepler-188 c,14.674,Kepler-188,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]"
918,8355239,K00574.01,Kepler-189 c,14.859,Kepler-189,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]"
919,10577994,K00475.01,Kepler-165 b,14.802,Kepler-165,0,11,11,0,1,"[0.0628, 0.19, 0.838, None, None, 0.01, 0.13, None, None, 0.26, 0.527]"
920,10577994,K00475.02,Kepler-165 c,14.802,Kepler-165,0,11,11,0,2,"[0.13, 0.527, 0.0628, 0.838, 0.19, 0.01, None, None, None, 0.26, None]"
921,10599206,K00476.01,Kepler-566 b,14.958,Kepler-566,0,1,1,0,1,[None]
922,4644604,K00628.01,Kepler-626 b,13.946,Kepler-626,0,1,1,0,1,[None]
923,4827723,K00632.01,Kepler-629 b,13.359,Kepler-629,0,1,1,0,1,[None]
924,5020319,K00635.01,Kepler-1725 b,13.034,Kepler-1725,0,1,1,0,1,[None]
925,8361905,K00689.01,Kepler-646 b,13.766,Kepler-646,0,1,1,0,1,[None]
926,8480285,K00691.01,Kepler-647 c,13.965,Kepler-647,0,2,2,0,1,"[None, None]"
927,8480285,K00691.02,Kepler-647 b,13.965,Kepler-647,0,2,2,0,1,"[None, None]"
928,10271806,K00733.02,Kepler-224 d,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]"
929,5113822,K00638.01,Kepler-199 b,13.595,Kepler-199,2,13,15,0,1,"[None, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
930,5120087,K00639.01,Kepler-631 b,13.5,Kepler-631,0,1,1,0,1,[None]
931,5121511,K00640.01,Kepler-632 b,13.332,Kepler-632,0,1,1,0,1,[None]
932,8557374,K00692.01,Kepler-213 b,13.648,Kepler-213,0,2,2,0,1,"[None, None]"
933,8557374,K00692.02,Kepler-213 c,13.648,Kepler-213,0,2,2,0,1,"[None, None]"
934,8738735,K00693.02,Kepler-214 b,13.949,Kepler-214,0,2,2,0,1,"[None, None]"
935,10271806,K00733.03,Kepler-224 b,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]"
936,10271806,K00733.04,Kepler-224 e,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]"
937,8805348,K00695.01,Kepler-649 b,13.437,Kepler-649,0,1,1,0,1,[None]
938,10340423,K00736.01,Kepler-225 c,15.962,Kepler-225,0,2,2,0,1,"[None, None]"
939,10340423,K00736.02,Kepler-225 b,15.962,Kepler-225,0,2,2,0,1,"[None, None]"
940,10358759,K00738.01,Kepler-29 b,15.282,Kepler-29,5,29,34,0,1,"[0.0, 0.0, None, None, None, 0.33, None, None, None, None, None, None, None, None, None, 0.33, None, 0.33, None, None, None, None, None, None, None, None, None, None, None, None, 0.33, 0.33, 0.0, 0.0]"
941,5374854,K00645.02,Kepler-633 c,13.716,Kepler-633,0,2,2,0,1,"[None, None]"
942,5531694,K00647.01,Kepler-634 b,13.55,Kepler-634,0,1,1,0,1,[None]
943,8962094,K00700.01,Kepler-215 d,13.58,Kepler-215,1,3,4,0,1,"[None, None, None, None]"
944,8962094,K00700.02,Kepler-215 b,13.58,Kepler-215,1,3,4,0,1,"[None, None, None, None]"
945,10358759,K00738.02,Kepler-29 c,15.282,Kepler-29,5,29,34,0,1,"[0.0, 0.0, None, None, None, 0.33, None, None, None, None, None, None, None, None, None, 0.33, None, 0.33, None, None, None, None, None, None, None, None, None, None, None, None, 0.33, 0.33, 0.0, 0.0]"
946,10395381,K00740.01,Kepler-659 b,15.556,Kepler-659,0,1,1,0,1,[None]
947,5613330,K00649.01,Kepler-635 b,13.31,Kepler-635,0,1,1,0,1,[None]
948,9002278,K00701.01,Kepler-62 d,13.725,Kepler-62,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
949,9002278,K00701.02,Kepler-62 b,13.725,Kepler-62,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
950,5941160,K00654.01,Kepler-200 b,13.984,Kepler-200,0,6,6,0,1,"[None, None, 0.0, 0.0, 0.0, 0.0]"
951,5941160,K00654.02,Kepler-200 c,13.984,Kepler-200,0,6,6,0,1,"[None, 0.0, 0.0, None, 0.0, 0.0]"
952,5966154,K00655.01,Kepler-201 b,13.004,Kepler-201,1,1,2,0,1,"[None, None]"
953,9266431,K00704.01,Kepler-1726 b,13.704,Kepler-1726,0,1,1,0,1,[None]
954,6020753,K00657.02,Kepler-202 c,13.872,Kepler-202,0,2,2,0,1,"[None, None]"
955,6062088,K00658.01,Kepler-203 b,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]"
956,9458613,K00707.04,Kepler-33 c,13.988,Kepler-33,7,25,32,0,1,"[0.0, 0.0, 0.0, 0.0, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
957,9530945,K00708.01,Kepler-216 c,13.998,Kepler-216,0,2,2,0,1,"[None, None]"
958,6062088,K00658.02,Kepler-203 c,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]"
959,6062088,K00658.03,Kepler-203 d,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]"
960,6267535,K00660.01,Kepler-638 b,13.532,Kepler-638,0,1,1,0,1,[None]
961,6347299,K00661.01,Kepler-204 b,13.909,Kepler-204,0,2,2,0,1,"[None, None]"
962,9530945,K00708.02,Kepler-216 b,13.998,Kepler-216,0,2,2,0,1,"[None, None]"
963,9578686,K00709.01,Kepler-651 b,13.94,Kepler-651,0,1,1,0,1,[None]
964,9590976,K00710.01,Kepler-217 b,13.294,Kepler-217,0,3,3,0,1,"[None, None, None]"
965,9590976,K00710.02,Kepler-217 c,13.294,Kepler-217,0,3,3,0,1,"[None, None, None]"
966,4832837,K00605.01,Kepler-621 b,14.915,Kepler-621,0,1,1,0,1,[None]
967,6365156,K00662.01,Kepler-639 b,13.336,Kepler-639,0,1,1,0,1,[None]
968,2444412,K00103.01,Kepler-1710 b,12.593,Kepler-1710,0,1,1,0,1,[None]
